categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,314,314,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,29.0,1.0,21.0,3.0,11.0,7.0,7.0,2.0,0.0,7.0,9.0,2.0,7.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.33,2.0,2.0,2.0,1.0
BAD_PRACTICE,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,3,20,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,55,533,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,489.0,60.0,262.0,62.0,108.0,167.0,-1,-1,-1,89.0,137.0,56.0,81.0,-1,-1,-1,-1,-1,12.0,12.0,15.0,4.0,-1,4.0,2.0,-1,89.0,89.0,0.64,47.0,47.0,52.0,29.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,220,220,,,NO_METHOD,outputFilterFile,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,489.0,60.0,262.0,62.0,108.0,167.0,-1,-1,-1,89.0,137.0,56.0,81.0,-1,-1,-1,-1,-1,12.0,12.0,15.0,4.0,-1,4.0,2.0,-1,89.0,89.0,0.64,47.0,47.0,52.0,29.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,179,179,,,NO_METHOD,attach,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,489.0,60.0,262.0,62.0,108.0,167.0,-1,-1,-1,89.0,137.0,56.0,81.0,-1,-1,-1,-1,-1,12.0,12.0,15.0,4.0,-1,4.0,2.0,-1,89.0,89.0,0.64,47.0,47.0,52.0,29.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,252,252,,,attachFile(Ljava/lang/String;)V,projectHelper,unfixed,Protected Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.attachFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,8.0,1.0,7.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,163,163,,,installBaseSnapshot(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,installer,unfixed,Private Method,org.apache.maven.plugin.dependency.CopyDependenciesMojo.installBaseSnapshot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,10.0,0.0,10.0,4.0,4.0,0.0,11.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,3.0,1.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,99,99,,,execute()V,repositoryLayouts,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,136,136,,,installArtifact(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,installer,unfixed,Private Method,org.apache.maven.plugin.dependency.CopyDependenciesMojo.installArtifact,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,30.0,1.0,29.0,2.0,14.0,0.0,11.0,5.0,1.0,8.0,13.0,2.0,11.0,5.0,5.0,6.0,1.0,2.0,-1,-1,-1,-1,0.0,-1,4.0,0.0,-1,-1,0.0,5.0,5.0,6.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,98,98,,,NO_METHOD,repositoryLayouts,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,53.0,0.0,2.0,3.0,2.0,-1,208.0,19.0,136.0,32.0,63.0,55.0,-1,-1,-1,36.0,63.0,27.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,131,131,,,NO_METHOD,installer,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,53.0,0.0,2.0,3.0,2.0,-1,208.0,19.0,136.0,32.0,63.0,55.0,-1,-1,-1,36.0,63.0,27.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,96,96,,,NO_METHOD,repositoryFactory,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,53.0,0.0,2.0,3.0,2.0,-1,208.0,19.0,136.0,32.0,63.0,55.0,-1,-1,-1,36.0,63.0,27.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,96,96,,,execute()V,repositoryFactory,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/PropertiesMojo.java,66,66,,,NO_METHOD,project,unfixed,Public Class,org.apache.maven.plugin.dependency.PropertiesMojo,1.0,1.0,1.0,1.0,10.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,-1,0.0,0.0,-1,-1,-1,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,-1,47.0,5.0,19.0,7.0,5.0,23.0,-1,-1,-1,4.0,9.0,6.0,3.0,-1,-1,-1,-1,-1,2.0,2.0,2.0,1.0,-1,2.0,1.0,-1,0.0,0.0,1.21,3.0,3.0,3.0,2.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/PropertiesMojo.java,66,66,,,execute()V,project,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,13,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,456,456,,,findDeleteTarget(Lorg/apache/maven/artifact/Artifact;)Ljava/io/File;,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo.findDeleteTarget,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,58.0,9.0,34.0,6.0,19.0,15.0,7.0,6.0,1.0,13.0,19.0,6.0,13.0,6.0,6.0,6.0,4.0,5.0,-1,-1,-1,-1,3.0,-1,3.0,2.0,-1,-1,0.44,6.0,6.0,6.0,4.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,387,387,,,refreshDependenciesForProject(Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo.refreshDependenciesForProject,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.0,108.0,18.0,90.0,9.0,50.0,0.0,26.0,235.0,2.0,31.0,47.0,12.0,35.0,15.0,15.0,15.0,1.0,7.0,-1,-1,-1,-1,0.0,-1,5.0,0.0,-1,-1,0.0,15.0,15.0,15.0,1.0
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,20,maven-dependency-plugin,5e3132dd469ea9917eef413c5b2f59fbb263ecba,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,260,263,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo,6.0,6.0,7.0,1.0,49.0,7.0,40.0,2.0,1.0,0.0,0.0,0.0,-1,0.0,4.0,-1,-1,-1,6.0,12.0,6.0,6.0,0.0,5.0,0.0,1.0,-1,435.0,66.0,260.0,51.0,132.0,109.0,-1,-1,-1,92.0,135.0,54.0,81.0,-1,-1,-1,-1,-1,15.0,15.0,15.0,4.0,-1,2.0,5.0,-1,77.0,54.0,0.42,39.0,39.0,42.0,11.0
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,418,418,,,refreshDependenciesForProject(Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo.refreshDependenciesForProject,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.0,108.0,18.0,90.0,9.0,50.0,0.0,26.0,235.0,2.0,31.0,47.0,12.0,35.0,15.0,15.0,15.0,1.0,7.0,-1,-1,-1,-1,0.0,-1,5.0,0.0,-1,-1,0.0,15.0,15.0,15.0,1.0
CORRECTNESS,NP_NULL_ON_SOME_PATH,2,8,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,506,506,,,containsVersion(Lorg/apache/maven/artifact/versioning/VersionRange;Lorg/apache/maven/artifact/versioning/ArtifactVersion;)Z,NO_FIELD,unfixed,Public Static Method,org.apache.maven.plugin.dependency.TreeMojo.containsVersion,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,27.0,1.0,16.0,3.0,7.0,10.0,5.0,4.0,1.0,4.0,9.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,-1,-1,-1,-1,4.0,-1,3.0,4.0,-1,-1,0.63,4.0,4.0,4.0,4.0
CORRECTNESS,MF_CLASS_MASKS_FIELD,2,8,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,-1,-1,,,NO_METHOD,reactorProjects,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo,2.0,2.0,3.0,1.0,16.0,0.0,10.0,4.0,1.0,3.0,3.0,2.0,-1,2.0,0.0,-1,-1,-1,21.0,10.0,23.0,44.0,1.0,6.0,3.0,13.0,-1,499.0,51.0,255.0,49.0,110.0,194.0,-1,-1,-1,71.0,121.0,48.0,73.0,-1,-1,-1,-1,-1,8.0,8.0,11.0,7.0,-1,3.0,3.0,-1,91.0,87.0,0.76,47.0,47.0,70.0,30.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,302,302,,,NO_METHOD,reactorProjects,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo,2.0,2.0,3.0,1.0,16.0,0.0,10.0,4.0,1.0,3.0,3.0,2.0,-1,2.0,0.0,-1,-1,-1,21.0,10.0,23.0,44.0,1.0,6.0,3.0,13.0,-1,499.0,51.0,255.0,49.0,110.0,194.0,-1,-1,-1,71.0,121.0,48.0,73.0,-1,-1,-1,-1,-1,8.0,8.0,11.0,7.0,-1,3.0,3.0,-1,91.0,87.0,0.76,47.0,47.0,70.0,30.0
CORRECTNESS,NP_UNWRITTEN_FIELD,3,11,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,436,436,,,getLocal()Lorg/apache/maven/artifact/repository/ArtifactRepository;,artifactRepositoryManager,unfixed,Protected Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.getLocal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,7.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,167,167,,,getProcessedArtifactItems(Z)Ljava/util/List;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo.getProcessedArtifactItems,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,52.0,6.0,36.0,2.0,18.0,10.0,20.0,34.0,2.0,10.0,18.0,2.0,16.0,7.0,7.0,8.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.28,7.0,7.0,8.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,435,435,,,NO_METHOD,artifactRepositoryManager,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo,2.0,2.0,3.0,1.0,16.0,0.0,10.0,4.0,1.0,3.0,3.0,2.0,-1,2.0,0.0,-1,-1,-1,21.0,10.0,23.0,44.0,1.0,6.0,3.0,13.0,-1,499.0,51.0,255.0,49.0,110.0,194.0,-1,-1,-1,71.0,121.0,48.0,73.0,-1,-1,-1,-1,-1,8.0,8.0,11.0,7.0,-1,3.0,3.0,-1,91.0,87.0,0.76,47.0,47.0,70.0,30.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,20,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependenciesMojo.java,70,70,,,NO_METHOD,outputScope,unfixed,Public Class,org.apache.maven.plugin.dependency.resolvers.ResolveDependenciesMojo,1.0,1.0,1.0,1.0,13.0,0.0,9.0,3.0,1.0,4.0,4.0,1.0,-1,0.0,0.0,-1,-1,-1,3.0,2.0,3.0,35.0,0.0,0.0,1.0,2.0,-1,69.0,6.0,35.0,9.0,11.0,28.0,-1,-1,-1,9.0,15.0,7.0,8.0,-1,-1,-1,-1,-1,3.0,3.0,3.0,1.0,-1,5.0,2.0,-1,50.0,50.0,0.8,5.0,5.0,5.0,3.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,104,104,,,NO_METHOD,excludeTransitive,unfixed,Public Class,org.apache.maven.plugin.dependency.resolvers.ResolvePluginsMojo,5.0,5.0,5.0,1.0,41.0,3.0,28.0,9.0,1.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,3.0,2.0,3.0,35.0,0.0,0.0,2.0,1.0,-1,157.0,16.0,92.0,15.0,43.0,49.0,-1,-1,-1,28.0,45.0,15.0,30.0,-1,-1,-1,-1,-1,14.0,14.0,14.0,1.0,-1,5.0,5.0,-1,66.0,50.0,0.53,17.0,17.0,17.0,3.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,87,87,,,execute()V,NO_FIELD,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,186,186,,,NO_METHOD,remotePluginRepositories,unfixed,Public Class,org.apache.maven.plugin.dependency.resolvers.ResolvePluginsMojo,5.0,5.0,5.0,1.0,41.0,3.0,28.0,9.0,1.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,3.0,2.0,3.0,35.0,0.0,0.0,2.0,1.0,-1,157.0,16.0,92.0,15.0,43.0,49.0,-1,-1,-1,28.0,45.0,15.0,30.0,-1,-1,-1,-1,-1,14.0,14.0,14.0,1.0,-1,5.0,5.0,-1,66.0,50.0,0.53,17.0,17.0,17.0,3.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,85,85,,,execute()V,NO_FIELD,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,78be8140011c511bad2d7cbcb0cdafe47cb9f102,dd79fc9c3b5342d09a4e4ba7e485e328129881d2,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,197,197,,,write(Ljava/lang/String;Ljava/io/File;ZLorg/apache/maven/plugin/logging/Log;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.writeDependencyXML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,43.0,5.0,37.0,3.0,26.0,1.0,15.0,6.0,1.0,22.0,28.0,4.0,24.0,5.0,5.0,5.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.03,5.0,5.0,5.0,1.0
