categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,life_time,location_count,method_count,file_count,mark-vtype,mark-category,mark-all
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,926,926,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,returnObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,unfixed,142,2,2,168,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,942,942,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,invalidateObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,unfixed,142,2,24,168,TP,TP,TP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,2,17,commons-pool,a6ace71ffb7d3aece837c29befadef409604ef39,878ba5ddc25f45a81e7443f1541e84b44b1fd3e1,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,1785,1785,19054ade4f38b06e4ad79eb475705ca86558a43a,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,NO_METHOD,_totalIdle,fixed,6,2,51,516,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,1044,1044,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,clear(Ljava/lang/Object;)V,NO_FIELD,unfixed,142,2,2,168,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,f337409059e168a2fdecb8e4531a2f1358e32a10,77afafd599b15069a4920f8c0c79e4c528c081c7,src/main/java/org/apache/commons/pool2/impl/SoftReferenceObjectPool.java,300,300,db7c2ae33204b0535b041bdaff44be622001aefd,src/main/java/org/apache/commons/pool2/impl/SoftReferenceObjectPool.java,addObject()V,NO_FIELD,unfixed,189,18,24,60,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,f5f7c7985da6aca648b330f071bff9220cc6c6b7,efbed848bdd699d69b05eb66b9c632f996166796,src/java/org/apache/commons/pool2/PoolUtils.java,843,843,722dfc67da6e621e17579841bd5eb7beb48f69cb,src/java/org/apache/commons/pool2/PoolUtils.java,close()V,NO_FIELD,unfixed,18,4,40,191,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,1262,1262,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,validateObject(Ljava/lang/Object;Ljava/lang/Object;)Z,NO_FIELD,fixed,142,2,2,168,TP,TP,TP
DODGY_CODE,ICAST_IDIV_CAST_TO_DOUBLE,2,17,commons-pool,ca839f3c8d85ba74f7e741d77de5dc1253bcd910,7f173c51d3b52acc4f7c6b2b9ffdbb6817f43a9b,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,1295,1295,487c238520f910e9094d868734f8ded635cacae7,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,getMeanFromStatsCache(Ljava/util/LinkedList;)J,NO_FIELD,fixed,38,2,2,87,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,a19fdf3adc2cc90eed11f9d14578e99eca8fc13a,5e23f109b30b714b9b3f1c1a5db7174bc17464b9,src/java/org/apache/commons/pool/impl/SoftReferenceObjectPool.java,168,168,ba43038ef8e24f438d1f2b945c3d2ed295813f33,src/java/org/apache/commons/pool/impl/SoftReferenceObjectPool.java,invalidateObject(Ljava/lang/Object;)V,NO_FIELD,fixed,353,6,8,115,TP,TP,TP
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,commons-pool,867614829ba6b041ca6becbad0f43cb180003404,be57d5ac62318fc9db1372a206b1b0c802d48616,src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java,1167,1167,0187574e9cca3ed8c07a989714da922b9697b9a0,src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java,cancel()V,scheduledFuture,unfixed,296,5,13,28,TP,TP,TP
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,610a2a4d1e2e38844d7bd1e7961c8d0a9265c1d3,5c156f7f4f489d2021be965dab8dcf179ee70f49,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,780,780,bd59e645c60167633797fa9f4e5bb77d62b64e54,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,evict()V,NO_FIELD,unfixed,2408,5,33,63,TP,TP,TP
DODGY_CODE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,fbc4f5a16f7bf9fabd9457fdb53b79c7d6667db2,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,354,354,bf0a24f5336eda1a04b01c0f0fcd625ba1d1a876,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,borrowObject(J)Ljava/lang/Object;,NO_FIELD,unfixed,186,2,22,63,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,1160,1160,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,activateObject(Ljava/lang/Object;)V,NO_FIELD,fixed,142,2,2,168,TP,TP,TP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,2,17,commons-pool,bf894beec69afce9e59342aca1d3586f3b99c53f,2690055fd6300c405de40292ca8cec06024e31d5,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,1569,1569,a6ace71ffb7d3aece837c29befadef409604ef39,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,NO_METHOD,_minIdle,unfixed,36,2,51,516,TP,TP,TP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,2,17,commons-pool,a6ace71ffb7d3aece837c29befadef409604ef39,878ba5ddc25f45a81e7443f1541e84b44b1fd3e1,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,1585,1585,19054ade4f38b06e4ad79eb475705ca86558a43a,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,NO_METHOD,_minEvictableIdleTimeMillis,fixed,6,2,51,516,TP,TP,TP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,2,17,commons-pool,e64ba5b06141ee4a2915cdc7a1454eacd40ede52,486c26ab185361206a3df5f322efe26c4c781800,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,401,401,84fe0957a1dcab9c9b7855a9969f1e1c11ea3db9,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,NO_METHOD,config,unfixed,57,2,15,87,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,9ae636052e15be4ffd66d37a5c07ea52b2e0d939,fc3fdc3037c9a689fb0074bad24e9e861608b127,src/java/org/apache/commons/pool/impl/StackKeyedObjectPool.java,194,194,e92716ce7507d665ae6a1f1d2da6cffa80ea8a83,src/java/org/apache/commons/pool/impl/StackKeyedObjectPool.java,returnObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,unfixed,13,2,37,272,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,f5f7c7985da6aca648b330f071bff9220cc6c6b7,efbed848bdd699d69b05eb66b9c632f996166796,src/java/org/apache/commons/pool2/PoolUtils.java,1102,1102,722dfc67da6e621e17579841bd5eb7beb48f69cb,src/java/org/apache/commons/pool2/PoolUtils.java,invalidateObject(Ljava/lang/Object;)V,NO_FIELD,fixed,18,3,27,191,TP,TP,TP
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,610a2a4d1e2e38844d7bd1e7961c8d0a9265c1d3,721b335a239125549fde0b4be5c0d764541ceea6,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,780,780,be57d5ac62318fc9db1372a206b1b0c802d48616,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,evict()V,NO_FIELD,unfixed,2385,5,33,63,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,a19fdf3adc2cc90eed11f9d14578e99eca8fc13a,16a2ef563c9d87253a2347628f796776d0987851,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,1077,1077,094266f6a51a974ffb6dc264bcb6f7c13801fd96,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,returnObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,unfixed,302,2,33,516,TP,TP,TP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,2,17,commons-pool,094266f6a51a974ffb6dc264bcb6f7c13801fd96,58136246b29d73073da55af49a999699db8d6410,src/java/org/apache/commons/pool/impl/GenericObjectPool.java,1017,1017,3419b0dee3f784d4a58ea787445df8e7586eb481,src/java/org/apache/commons/pool/impl/GenericObjectPool.java,NO_METHOD,_testOnReturn,fixed,2,4,43,281,TP,TP,TP
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,f337409059e168a2fdecb8e4531a2f1358e32a10,a37d7215daf63d894a4f2d293096ec800638d50e,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,1022,1022,7433cd43fb44e8656cf7a21f033e5f5ffb5f65aa,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,evict()V,NO_FIELD,unfixed,289,4,29,148,TP,TP,TP
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,f337409059e168a2fdecb8e4531a2f1358e32a10,77afafd599b15069a4920f8c0c79e4c528c081c7,src/main/java/org/apache/commons/pool2/impl/DefaultPooledObject.java,173,173,db7c2ae33204b0535b041bdaff44be622001aefd,src/main/java/org/apache/commons/pool2/impl/DefaultPooledObject.java,endEvictionTest(Ljava/util/Deque;)Z,NO_FIELD,unfixed,189,9,23,63,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,52c204075f41c7fe3a56da4018e277b23f3119dd,257bb4bb10e85205fd0d5b694e1b4dd0fea7bc07,src/java/org/apache/commons/pool2/PoolUtils.java,1280,1280,fae140e9adb072a8d04447dfb2ede845d4ee760b,src/java/org/apache/commons/pool2/PoolUtils.java,close()V,NO_FIELD,unfixed,77,2,40,191,TP,TP,TP
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,f760383e3aabad0142cbfa51bd06306265bb60cd,f959d1f0b053bd8c05282b99ab92d2cf09501af9,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,625,625,610a2a4d1e2e38844d7bd1e7961c8d0a9265c1d3,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,evict()V,NO_FIELD,unfixed,261,2,33,63,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,1015,1015,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,getNumActive()I,NO_FIELD,fixed,142,2,4,168,TP,TP,TP
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,4f9912974fff05b614e6c81bb4d862fcfb552c3d,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,1117,1117,f760383e3aabad0142cbfa51bd06306265bb60cd,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,evict()V,NO_FIELD,unfixed,0,3,12,87,TP,TP,TP
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-pool,f5f7c7985da6aca648b330f071bff9220cc6c6b7,3dd6ccec778c95b615cdb2eab611fbb81551ed8c,src/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,1833,1833,8078849cded627116508cab2e16c62011f585f5c,src/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,setFactory(Lorg/apache/commons/pool2/KeyedPoolableObjectFactory;)V,_poolMap,unfixed,0,2,6,144,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,785,785,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,addObject()V,NO_FIELD,unfixed,142,2,2,168,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,52c204075f41c7fe3a56da4018e277b23f3119dd,257bb4bb10e85205fd0d5b694e1b4dd0fea7bc07,src/java/org/apache/commons/pool2/PoolUtils.java,839,839,fae140e9adb072a8d04447dfb2ede845d4ee760b,src/java/org/apache/commons/pool2/PoolUtils.java,close()V,NO_FIELD,unfixed,77,3,40,191,TP,TP,TP
DODGY_CODE,REC_CATCH_EXCEPTION,3,20,commons-pool,a19fdf3adc2cc90eed11f9d14578e99eca8fc13a,16a2ef563c9d87253a2347628f796776d0987851,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,908,908,094266f6a51a974ffb6dc264bcb6f7c13801fd96,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,borrowObject(Ljava/lang/Object;)Ljava/lang/Object;,NO_FIELD,unfixed,302,5,29,516,TP,TP,TP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,3,20,commons-pool,9b6ee5ebd49859f77bbec32ed327a656193f15f1,6566a1a6d4d57e4bb6d4765512b46729bcc99c67,src/java/org/apache/commons/pool/impl/StackKeyedObjectPool.java,301,301,9a9f3f4059da32e16d0a8bde529edbd8324f4bf3,src/java/org/apache/commons/pool/impl/StackKeyedObjectPool.java,NO_METHOD,_totIdle,fixed,1,4,67,272,TP,TP,TP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,f5f7c7985da6aca648b330f071bff9220cc6c6b7,94d95028ff6e34026279a81695bacf7f0cba7b61,src/java/org/apache/commons/pool2/PoolUtils.java,647,647,e6c95c4f83c49896f3daad5e48b758502efd61e1,src/java/org/apache/commons/pool2/PoolUtils.java,invalidateObject(Ljava/lang/Object;)V,NO_FIELD,unfixed,232,2,27,191,TP,TP,TP
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,20,commons-pool,0187574e9cca3ed8c07a989714da922b9697b9a0,81ddcd73f6b236906d7c2a54558777a39c0c5881,src/main/java/org/apache/commons/pool2/impl/EvictionTimer.java,123,127,40e4649b7f95aa2cb3f22daa3fd2e7ddcdc59ef1,src/main/java/org/apache/commons/pool2/impl/EvictionTimer.java,NO_METHOD,NO_FIELD,unfixed,207,5,7,7,TP,TP,TP
CORRECTNESS,RV_RETURN_VALUE_IGNORED,2,5,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a50b8505d05e8fa5c0434ef263cba2de5920a195,src/main/java/org/apache/commons/pool2/PoolUtils.java,799,799,4e23d54aa18c5ec234716b1e7526431a89ee3a94,src/main/java/org/apache/commons/pool2/PoolUtils.java,getNumIdle()I,NO_FIELD,fixed,142,2,4,168,TP,TP,TP
DODGY_CODE,UC_USELESS_CONDITION,1,14,commons-pool,9ae636052e15be4ffd66d37a5c07ea52b2e0d939,09837736725b4405babcc428ac43816cf77f630b,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,961,961,054104946681ce57ba1ab3845a0b0743ecdff3fb,src/java/org/apache/commons/pool/impl/GenericKeyedObjectPool.java,borrowObject(Ljava/lang/Object;)Ljava/lang/Object;,NO_FIELD,unfixed,4,5,29,516,TP,TP,TP
